ProjectTitle,TissueType,Tissue,ComparisonName,Gene,HumanGene,log2FoldChange,padj,OR,-log10P,enrichment_score
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Robo1,ROBO1,-0.8160348942,0.001571710792,0.5680008941,2.803627365,274.8591586
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Robo1,ROBO1,-0.8052322624,0.001657433626,0.572269942,2.780563854,258.0676844
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 25d vs GroundControl 25d, C3H/HeJ",Robo1,ROBO1,-0.7877749491,0.6092391616,0.5792367532,0.2152121882,0.6906372298
"OSD-247: RR-6, colon",colon,colon,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Bcan,BCAN,-0.7876117621,0.1762345528,0.5793022758,0.7539089392,2.38714666
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Bcan,BCAN,-0.7869670154,0.8554385856,0.5795612264,0.06781116426,0.4914891386
"OSD-246: RR-6, spleen",spleen,spleen,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Robo1,ROBO1,-0.7817573357,0.06642664094,0.5816578486,1.177657708,6.297806806
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Wildtype Spaceflight vs Wildtype GroundControl,Adamts15,ADAMTS15,-0.7809227069,0.2840264476,0.581994447,0.546641218,1.471713485
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Adamts15,ADAMTS15,-0.7808272834,0.02620023442,0.5820329429,1.581694823,15.95279838
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) Spaceflight vs (Age 12wk) VivariumControl,Adamts15,ADAMTS15,-0.7806213986,0.05167630735,0.5821160098,1.286708527,8.086568325
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs Spaceflight (uG) (chow),Cdon,CDON,-0.7799256818,0.9867919928,0.5823967937,0.005774383199,0.423192739
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Fasl,FASLG,-0.77033483,1,0.5862813908,0,0.4137186092
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Bcan,BCAN,-0.7641884321,0.860140141,0.5887844879,0.06543078424,0.4780796669
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow+FOS),Cdon,CDON,-0.7612137289,0.01145579331,0.5899997593,1.940974831,35.78977288
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs BasalControl_C1,Fasl,FASLG,-0.7589074019,0.5730624843,0.5909437014,0.2417980219,0.7138074988
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Adamts15,ADAMTS15,-0.7577499039,0.7253764086,0.5914180156,0.1394365731,0.5632689175
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs VivariumControl (1G) (chow),Adamts15,ADAMTS15,-0.7563417075,0.6263896173,0.5919955731,0.2031554495,0.6513588599
"OSD-103: RR-1, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Bcan,BCAN,-0.7481942619,,0.5953482544,#NUM!,#DIV/0!
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Robo1,ROBO1,-0.7453283123,0.1170259005,0.596532104,0.9317180085,3.447680338
"OSD-244: RR-6, thymus",thymus,thymus,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Cdon,CDON,-0.7444047156,0.04742905417,0.5969141192,1.323955536,8.498712189
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Bcan,BCAN,-0.7414584284,0.5082148676,0.5981343892,0.293952634,0.7907395796
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) Spaceflight vs (Age 12wk) GroundControl,Adamts15,ADAMTS15,-0.7362341117,0.06843246834,0.6003042922,1.164737795,5.840732003
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Adamts15,ADAMTS15,-0.7354725122,0.02404083276,0.6006212768,1.619050493,16.61251618
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Cdon,CDON,-0.7350743001,0.4805258732,0.6007870829,0.3182832234,0.8307833965
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C57BL/6J",Bcan,BCAN,-0.734580242,1,0.6009928607,0,0.3990071393
"OSD-105: RR-1, muscle, tibialis anterior",muscle,"muscle, tibialis anterior",Spaceflight vs GroundControl,Bcan,BCAN,-0.7327307137,,0.6017638248,#NUM!,#DIV/0!
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO GroundControl vs Wildtype GroundControl,Robo1,ROBO1,-0.7251407862,1,0.6049380085,0,0.3950619915
"OSD-47: RR-1, liver",liver,liver,GroundControl vs BasalControl,Fasl,FASLG,-0.7247799981,,0.6050893099,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Cdon,CDON,-0.7216704705,0.03613600773,0.6063949019,1.44205983,10.89232383
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,-0.7213493098,0.1147749122,0.6065299075,0.9401530307,3.428189009
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 32wk) GroundControl,Robo1,ROBO1,-0.7134073576,0.01759583422,0.6098780264,1.754590138,22.17126899
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs BasalControl_C1,Robo1,ROBO1,-0.7129644458,0.04867918584,0.6100652896,1.312656694,8.010296468
"OSD-245: RR-6, liver",liver,liver,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Fasl,FASLG,-0.7121725274,0.1481715835,0.6104002561,0.8292350778,2.629382333
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs GroundControl",Robo1,ROBO1,-0.7114227855,0.7964567954,0.6107175523,0.09883777798,0.4887678151
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 29wk),Bcan,BCAN,-0.7069531878,0.7816494431,0.6126125435,0.1069879772,0.495602549
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Nrf2KO GroundControl vs Wildtype GroundControl,Cdon,CDON,-0.7036739924,0.116695058,0.6140065741,0.9329475357,3.307710133
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Robo1,ROBO1,-0.7001650473,0.210467104,0.615501788,0.6768157747,1.826880328
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,-0.6998785542,0.1631525992,0.6156240276,0.7874060029,2.355929199
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Fasl,FASLG,-0.6991249768,0.3247333207,0.6159456767,0.4884731463,1.182676057
"OSD-48: RR-1, liver",liver,liver,GroundControl (FrozenCarcass) vs GroundControl (FreshDissection),Adamts15,ADAMTS15,-0.6989064901,0.3654514933,0.6160389647,0.4371702591,1.050648423
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Robo1,ROBO1,-0.6968459387,0.6369339651,0.6169194605,0.1959055913,0.6014446717
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Bcan,BCAN,-0.6951807465,0.7355816372,0.6176319344,0.1333691208,0.5198173068
"OSD-421: RR-9, thymus",thymus,thymus,Spaceflight vs GroundControl,Cdon,CDON,-0.6934269475,0.6006072951,0.6183832095,0.2214093971,0.6353848739
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Bcan,BCAN,-0.6919640351,1,0.6190105765,0,0.3809894235
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO GroundControl vs Wildtype GroundControl,Fasl,FASLG,-0.690321711,1,0.6197156422,0,0.3802843578
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs GroundControl_C2,Fasl,FASLG,-0.6857767145,0.9434606846,0.6216710429,0.0252761928,0.4010012959
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow) vs GroundControl (1G) (chow),Bcan,BCAN,-0.6834955232,1,0.6226548075,0,0.3773451925
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Fasl,FASLG,-0.6785479138,0.3887198637,0.624793819,0.4103632662,0.9652354202
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Bcan,BCAN,-0.6779370997,0.8879337172,0.6250584027,0.05161945239,0.4222630474
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs BasalControl_C1,Robo1,ROBO1,-0.6751397207,0.1048303977,0.6262715639,0.9795127668,3.565076967
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Bcan,BCAN,-0.6739432399,0.6396592588,0.6267911696,0.1940513095,0.5834494307
"OSD-379: RR-8, liver",liver,liver,Spaceflight 40d (FreshDissection on Earth) vs VivariumControl 40d (FreshDissection on Earth),Fasl,FASLG,-0.6691140581,0.4018108323,0.6288927643,0.3959783594,0.9235869366
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Wildtype Spaceflight vs Wildtype GroundControl,Cdon,CDON,-0.6654396102,0.1353176028,0.6304965537,0.8686457043,2.730638428
"OSD-248: RR-6, lung",lung,lung,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Cdon,CDON,-0.6641444484,0.2536708461,0.6310628284,0.5957294425,1.454393271
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs GroundControl (1G) (chow),Adamts15,ADAMTS15,-0.6575033259,0.8400903234,0.6339744807,0.07567401767,0.4356978161
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Bcan,BCAN,-0.6537170582,0.6529492466,0.6356404944,0.1851205749,0.5580211746
"OSD-173: CBTM-3, liver",liver,liver,Spaceflight vs VivariumControl,Robo1,ROBO1,-0.6525777223,0.194364418,0.6361426755,0.7113832377,1.872036704
"OSD-100: RR-1, eye",eye,eye,Spaceflight vs GroundControl,Fasl,FASLG,-0.6519098735,,0.6364372252,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,-0.6463307372,0.1690246339,0.6389031965,0.7720499961,2.136356075
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs GroundControl 75d, C3H/HeJ",Fasl,FASLG,-0.6449730091,0.9940307238,0.6395047548,0.002600192101,0.3626600633
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C3H/HeJ",Cdon,CDON,-0.6390654369,0.7610934036,0.6421287786,0.1185620421,0.4702067049
"OSD-245: RR-6, liver",liver,liver,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Fasl,FASLG,-0.6363924319,0.190350221,0.6433196085,0.7204466147,1.873811282
"OSD-246: RR-6, spleen",spleen,spleen,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Fasl,FASLG,-0.6346234732,0.1222152129,0.6441088978,0.9128747313,2.912003291
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 32wk) VivariumControl,Adamts15,ADAMTS15,-0.6327405191,0.1812054392,0.6449501146,0.7418287704,1.959377638
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (1G centrifugation) vs Spaceflight (uG)",Bcan,BCAN,-0.6303574775,,0.6460163226,#NUM!,#DIV/0!
"OSD-173: CBTM-3, liver",liver,liver,Spaceflight vs GroundControl,Fasl,FASLG,-0.6295576224,,0.6463745846,#NUM!,#DIV/0!
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C3H/HeJ",Adamts15,ADAMTS15,-0.6249406989,0.7610934036,0.6484464308,0.1185620421,0.4619059469
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 25d vs GroundControl 25d, C3H/HeJ",Cdon,CDON,-0.6229316759,0.6851034038,0.649350053,0.1642438748,0.5118204713
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Fasl,FASLG,-0.6204000546,0.7589075493,0.6504905238,0.119811127,0.4605428902
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FreshDissection) vs GroundControl (FreshDissection),Cdon,CDON,-0.616036069,1,0.6524611614,0,0.3475388386
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Adamts15,ADAMTS15,-0.6133938185,0.5968790151,0.6536572184,0.2241136896,0.5802562544
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 25d vs GroundControl 25d, C3H/HeJ",Bcan,BCAN,-0.6128800691,0.9828410319,0.6538900297,0.007516720796,0.3521525446
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnISS) (Age 29wk),Cdon,CDON,-0.6125014575,0.06859901792,0.6540616549,1.163682102,5.042905212
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Adamts15,ADAMTS15,-0.6081278239,0.9969834004,0.6560474984,0.001312072539,0.344993208
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Fasl,FASLG,-0.6064121586,1,0.6568281398,0,0.3431718602
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs VivariumControl 25d, C57BL/6J",Adamts15,ADAMTS15,-0.5918798856,0.4335579285,0.6634778072,0.3629528674,0.7761873806
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (1G centrifugation) vs Spaceflight (uG)",Robo1,ROBO1,-0.5901670131,0.08891403053,0.6642660041,1.051029702,3.775939454
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Fasl,FASLG,-0.5854159911,1,0.6664571426,0,0.3335428574
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Adamts15,ADAMTS15,-0.5743583971,1,0.6715848557,0,0.3284151443
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Robo1,ROBO1,-0.5673569446,1,0.6748520033,0,0.3251479967
"OSD-457: JAXA, liver",liver,liver,Nrf2KO GroundControl vs Wildtype GroundControl,Adamts15,ADAMTS15,-0.5632149402,0.8310699826,0.6767923,0.0803624037,0.3889055156
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Wildtype Spaceflight,Bcan,BCAN,-0.5596107878,1,0.6784851817,0,0.3215148183
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Cdon,CDON,-0.5573535261,0.09984564898,0.6795475804,1.000670856,3.209478058
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO GroundControl vs Wildtype GroundControl,Adamts15,ADAMTS15,-0.5565811722,1,0.6799114769,0,0.3200885231
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Bcan,BCAN,-0.5562022598,0.7925622549,0.6800900737,0.1009666144,0.4036401233
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs CC_C1,Robo1,ROBO1,-0.5560334151,0.1703299692,0.6801696722,0.7687089321,1.877710242
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Cdon,CDON,-0.5560134044,0.1004632672,0.6801791065,0.9979927022,3.183461005
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Robo1,ROBO1,-0.5549183973,0.5545265116,0.6806955591,0.2560776856,0.5758145629
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Cdon,CDON,-0.5528943092,0.8190759628,0.6816512391,0.08667581901,0.3886681766
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs GroundControl_C2,Cdon,CDON,-0.5524289534,0.4960419904,0.681871148,0.3044815586,0.6413345203
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs GroundControl,Fasl,FASLG,-0.5519139783,1,0.6821145878,0,0.3178854122
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Fasl,FASLG,-0.5484580106,0.8025828501,0.683750548,0.09551012468,0.3940396333
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 32wk) GroundControl,Bcan,BCAN,-0.5481294876,0.6061598603,0.6839062659,0.2174128258,0.5214692605
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,-0.5474003979,0.2557091709,0.6842519765,0.592253696,1.234793506
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 32wk) GroundControl,Fasl,FASLG,-0.5456867683,0.5024057776,0.6850652122,0.2989453749,0.6268534356
"OSD-379: RR-8, liver",liver,liver,Spaceflight 40d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Adamts15,ADAMTS15,-0.5427510006,0.09958785373,0.6864606839,1.001793627,3.148369047
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Adamts15,ADAMTS15,-0.5418937096,1,0.6868687198,0,0.3131312802
"OSD-164: RR-1, liver",liver,liver,Spaceflight vs GroundControl,Cdon,CDON,-0.5415375851,0.9823030066,0.687038292,0.007754526673,0.3185999695
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs VivariumControl (1G) (chow),Adamts15,ADAMTS15,-0.540380389,0.7334932562,0.6875895915,0.1346038748,0.42592131
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,-0.5374818483,1,0.6889724269,0,0.3110275731
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs VivariumControl (1G) (chow),Adamts15,ADAMTS15,-0.5353167974,0.5720073684,0.6900071433,0.2425983767,0.5419385725
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Nrf2KO GroundControl vs Wildtype GroundControl,Adamts15,ADAMTS15,-0.5327980486,0.5365535299,0.6912128539,0.2703869436,0.5755010989
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 32wk) VivariumControl,Robo1,ROBO1,-0.5306285398,0.1303743,0.692253074,0.8848080104,2.360487658
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs VivariumControl 25d, C57BL/6J",Cdon,CDON,-0.5304273853,1,0.6923496014,0,0.3076503986
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs GroundControl_C2,Fasl,FASLG,-0.5260636569,0.9628936364,0.6944469257,0.01642168347,0.317327961
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow),Bcan,BCAN,-0.5230060344,,0.695920285,#NUM!,#DIV/0!
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs GroundControl 75d, C3H/HeJ",Robo1,ROBO1,-0.5228182706,0.4385294466,0.6960108636,0.3580012391,0.693201195
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Adamts15,ADAMTS15,-0.5220246131,1,0.6963938594,0,0.3036061406
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow) vs GroundControl (1G) (chow),Robo1,ROBO1,-0.52144602,0.6709216884,0.6966732043,0.1733281688,0.4521046211
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,-0.5206109471,1,0.6970765753,0,0.3029234247
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs CC_C1,Robo1,ROBO1,-0.51820869,0.3491346633,0.6982382567,0.4570070308,0.8643133294
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Robo1,ROBO1,-0.516018705,1,0.6992989747,0,0.3007010253
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs GroundControl 75d, C3H/HeJ",Fasl,FASLG,-0.5158168666,0.6238126615,0.6993968161,0.2049458146,0.4818805428
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Robo1,ROBO1,-0.515732188,0.4362309576,0.6994378682,0.3602835175,0.6889977123
"OSD-457: JAXA, spleen",spleen,spleen,Nrf2KO Spaceflight vs Wildtype Spaceflight,Bcan,BCAN,-0.5150755029,1,0.6997563103,0,0.3002436897
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs GroundControl 75d, C57BL/6J",Robo1,ROBO1,-0.5069202595,1,0.7037230827,0,0.2962769173
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Cdon,CDON,-0.5066279355,0.5574992613,0.703865688,0.2537557037,0.5311833261
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs BasalControl",Robo1,ROBO1,-0.5066076684,0.318344453,0.7038755761,0.4971027131,0.9302012997
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs Spaceflight (uG) (chow),Bcan,BCAN,-0.503776004,1,0.7052584717,0,0.2947415283
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Robo1,ROBO1,-0.5031274365,0.2808593124,0.7055755939,0.5515111717,1.048298536
